uf;cod_mun_ibge;nome_municipio;partido;coligacao;n_partidos;espvida;mort1;e_anosestudo;t_analf25m;ppob;rdpc;agua_esgoto;i_escolaridade;p_super;t_des18m;gini
PI;2201200;Barras;PMDB-PSDB-PFL;Coligado;2;63,36;48,16;6,35;52,85;88,09;145,60;2,83;0,164;1,21;4,97;0,59
PI;2210052;São José do Divino;PMDB-PSDB-PFL;Coligado;3;63,87;46,29;4,32;52,58;92,85;104,71;3,86;0,080;0,00;4,94;0,47
PI;2202604;Castelo do Piauí;PMDB-PSDB-PFL;Não-coligado;4;64,58;43,76;4,69;48,56;85,19;145,34;4,51;0,126;1,01;8,72;0,54
PI;2203909;Floriano;PMDB-PSDB-PFL;Coligado;4;67,52;34,09;7,83;25,41;67,29;337,42;2,59;0,366;4,13;9,55;0,60
PI;2202703;Cocal;PMDB-PSDB-PFL;Coligado;2;60,23;60,53;4,40;54,28;89,81;120,31;6,16;0,070;0,60;6,49;0,56
PI;2204808;Ipiranga do Piauí;PMDB-PSDB-PFL;Coligado;2;64,26;44,89;8,09;40,58;84,13;157,50;4,01;0,206;0,79;7,32;0,52
PI;2210904;Socorro do Piauí;PMDB-PSDB-PFL;Coligado;2;61,26;56,28;5,50;45,16;89,25;103,73;5,65;0,116;0,59;3,69;0,56
PI;2202059;Cabeceiras do Piauí;PMDB-PSDB-PFL;Coligado;2;63,16;48,90;6,84;59,25;94,35;86,79;0,25;0,096;0,26;1,02;0,58
PI;2207934;Pedro Laurentino;PMDB-PSDB-PFL;Coligado;2;62,93;49,76;5,85;41,49;92,42;100,88;5,21;0,068;0,00;2,76;0,51
PI;2210409;São Miguel do Tapuio;PMDB-PSDB-PFL;Coligado;3;64,08;45,53;4,97;55,86;89,28;113,58;2,75;0,067;0,16;3,77;0,54
PI;2202026;Buriti dos Montes;PMDB-PSDB-PFL;Coligado;2;63,90;46,16;5,39;55,79;87,24;125,97;1,73;0,095;0,00;6,60;0,56
PI;2201507;Batalha;PMDB-PSDB-PFL;Coligado;2;62,82;50,16;4,75;53,77;89,07;123,62;6,66;0,104;0,28;6,81;0,56
PI;2205573;Lagoa de São Francisco;PMDB-PSDB-PFL;Coligado;2;61,26;56,28;5,64;56,02;93,32;90,11;10,41;0,054;0,00;4,54;0,54
PI;2204352;Geminiano;PMDB-PSDB-PFL;Não-coligado;2;62,25;52,36;4,94;55,96;89,56;113,16;5,39;0,071;0,00;10,24;0,55
PI;2209807;São Gonçalo do Piauí;PMDB-PSDB-PFL;Coligado;2;66,67;36,74;9,76;43,22;86,05;130,66;18,27;0,298;0,94;5,23;0,50
PI;2201903;Bom Jesus;PMDB-PSDB-PFL;Coligado;3;67,52;34,09;7,02;38,99;77,42;262,87;4,10;0,257;2,50;10,61;0,64
PI;2204204;Francisco Santos;PMDB-PSDB-PFL;Coligado;2;63,24;48,60;6,39;44,70;78,42;186,24;6,28;0,162;0,54;0,84;0,48
PI;2207207;Padre Marcos;PMDB-PSDB-PFL;Coligado;2;59,44;63,95;5,97;55,56;88,42;123,72;8,03;0,086;0,00;7,98;0,54
PI;2207355;Pajeú do Piauí;PMDB-PSDB-PFL;Coligado;2;66,23;38,17;6,03;44,30;82,87;173,75;28,03;0,095;0,14;4,28;0,49
PI;2207603;Parnaguá;PMDB-PSDB-PFL;Coligado;2;63,90;46,16;4,68;40,02;87,68;133,82;2,73;0,135;0,24;10,87;0,56
PI;2205540;Lagoinha do Piauí;PMDB-PSDB-PFL;Coligado;2;66,46;37,44;6,90;42,07;89,73;125,52;36,69;0,213;0,26;3,52;0,50
PI;2209377;Santa Rosa do Piauí;PMDB-PSDB-PFL;Coligado;3;58,33;68,91;6,96;46,08;89,34;143,50;4,76;0,084;1,30;6,71;0,63
PI;2207702;Parnaíba;PMDB-PSDB-PFL;Coligado;3;67,52;34,09;7,52;28,28;71,50;340,35;6,90;0,337;4,02;14,67;0,65
PI;2206407;Monsenhor Gil;PMDB-PSDB-PFL;Coligado;2;64,65;43,52;6,53;45,82;86,44;149,87;4,83;0,169;0,71;6,11;0,55
PI;2209856;São João da Canabrava;PMDB-PSDB-PFL;Coligado;2;59,88;62,03;5,70;51,17;87,26;120,82;2,07;0,090;1,40;1,05;0,66
PI;2202307;Canto do Buriti;PMDB-PSDB-PFL;Coligado;3;64,23;45,01;6,22;43,44;79,85;205,42;0,85;0,170;0,79;9,33;0,57
PI;2203107;Cristino Castro;PMDB-PSDB-PFL;Não-coligado;2;66,57;37,07;6,64;44,69;82,73;244,69;8,76;0,181;2,15;10,29;0,68
PI;2205102;Itaueira;PMDB-PSDB-PFL;Coligado;4;65,40;40,94;5,90;41,15;81,33;228,12;0,17;0,166;1,28;6,95;0,63
PI;2204154;Francisco Macedo;PMDB-PSDB-PFL;Coligado;1;62,82;50,16;5,30;50,09;90,17;113,93;19,55;0,046;0,00;8,10;0,55
PI;2206209;Miguel Alves;PMDB-PSDB-PFL;Coligado;3;61,74;54,36;4,82;57,93;92,23;112,85;8,48;0,069;0,09;5,28;0,48
PI;2210375;São Luis do Piauí;PMDB-PSDB-PFL;Não-coligado;3;62,25;52,36;4,45;53,12;84,58;118,32;11,52;0,140;0,00;5,62;0,53
PI;2211357;Várzea Branca;Outros;Coligado;2;61,26;56,28;6,94;50,10;92,29;96,88;10,29;0,057;0,10;4,78;0,56
PI;2206704;Nazaré do Piauí;Outros;Coligado;3;62,09;52,99;6,07;46,82;88,50;111,81;11,24;0,103;0,00;6,47;0,57
PI;2204550;Guaribas;Outros;Coligado;2;60,53;59,28;3,86;68,78;94,65;97,30;0,20;0,008;0,00;1,29;0,60
PI;2201770;Boa Hora;Outros;Coligado;2;63,90;46,16;5,34;64,28;92,98;119,80;0,90;0,068;0,00;2,88;0,45
PI;2202802;Conceição do Canindé;PMDB-PSDB-PFL;Coligado;2;62,09;52,99;6,06;44,60;86,66;152,72;3,88;0,122;1,27;11,78;0,63
PI;2203420;Domingos Mourão;PMDB-PSDB-PFL;Não-coligado;2;62,82;50,16;4,38;49,45;94,91;77,91;2,35;0,066;0,00;12,26;0,58
PI;2207777;Patos do Piauí;PMDB-PSDB-PFL;Coligado;2;63,10;49,14;7,01;58,36;84,61;141,68;2,92;0,078;0,00;4,87;0,60
PI;2210631;Sebastião Leal;PMDB-PSDB-PFL;Não-coligado;2;66,42;37,56;4,98;41,03;89,70;112,67;4,67;0,070;0,00;2,46;0,45
PI;2205854;Madeiro;PMDB-PSDB-PFL;Coligado;2;63,65;47,08;5,79;57,52;96,32;99,01;2,02;0,080;0,12;1,60;0,47
PI;2202000;Buriti dos Lopes;PMDB-PSDB-PFL;Coligado;3;61,26;56,28;6,50;50,76;86,80;143,81;7,79;0,123;0,65;5,40;0,57
PI;2200053;Acauã;PMDB-PSDB-PFL;Coligado;2;58,73;67,09;4,42;46,87;94,03;63,50;12,92;0,038;0,00;2,17;0,66
PI;2200301;Alto Longá;PMDB-PSDB-PFL;Coligado;4;64,33;44,64;6,58;56,06;89,58;120,79;3,38;0,088;0,20;6,04;0,57
PI;2209971;São João do Arraial;PMDB-PSDB-PFL;Coligado;2;60,53;59,28;5,31;55,38;89,44;115,31;11,02;0,090;0,00;0,90;0,57
PI;2203271;Curral Novo do Piauí;PMDB-PSDB-PFL;Coligado;2;58,67;67,35;5,66;52,15;92,30;137,89;19,55;0,079;0,33;3,78;0,70
PI;2202653;Caxingó;PMDB-PSDB-PFL;Coligado;2;59,61;63,19;3,67;65,28;90,71;107,66;3,79;0,024;0,00;0,00;0,50
PI;2208502;Porto;PMDB-PSDB-PFL;Coligado;2;62,12;52,85;4,91;56,24;92,25;109,85;8,32;0,112;0,48;6,41;0,59
PI;2202174;Campo Largo do Piauí;PMDB-PSDB-PFL;Coligado;2;62,89;49,93;5,35;56,04;94,82;78,44;11,22;0,086;0,00;0,91;0,51
PI;2205409;Joaquim Pires;PMDB-PSDB-PFL;Coligado;3;63,16;48,90;4,42;57,15;89,45;124,92;3,43;0,096;0,98;4,67;0,54
PI;2206308;Miguel Leão;PMDB-PSDB-PFL;Coligado;2;67,47;34,23;5,94;48,26;79,36;156,53;12,67;0,131;1,70;2,99;0,43
PI;2202075;Cajazeiras do Piauí;PMDB-PSDB-PFL;Coligado;2;62,57;51,12;5,34;52,05;90,71;117,84;6,55;0,058;0,00;6,47;0,61
PI;2201556;Bela Vista do Piauí;PMDB-PSDB-PFL;Coligado;2;60,29;60,29;6,18;33,77;90,47;105,59;0,95;0,033;0,00;10,74;0,56
PI;2207553;Paquetá;PMDB-PSDB-PFL;Coligado;2;61,74;54,36;4,11;65,70;94,87;99,94;1,15;0,048;0,00;0,83;0,49
PI;2204907;Isaías Coelho;PMDB-PSDB-PFL;Coligado;2;63,24;48,60;5,66;49,04;89,62;107,88;2,87;0,075;0,00;3,93;0,60
PI;2203354;Dirceu Arcoverde;PMDB-PSDB-PFL;Coligado;2;64,24;44,97;5,90;40,13;82,19;166,83;0,00;0,135;0,40;3,10;0,53
PI;2210201;São José do Piauí;PMDB-PSDB-PFL;Não-coligado;2;62,91;49,82;4,52;53,39;87,33;114,21;2,18;0,099;0,30;8,19;0,56
PI;2208908;Ribeiro Gonçalves;PMDB-PSDB-PFL;Coligado;2;64,92;42,58;4,63;35,30;77,86;236,00;3,78;0,176;0,92;4,43;0,58
PI;2207959;Nova Santa Rita;PMDB-PSDB-PFL;Coligado;2;62,82;50,16;3,06;42,41;92,35;93,21;4,95;0,067;0,00;4,67;0,50
PI;2206951;Novo Santo Antônio;PMDB-PSDB-PFL;Coligado;2;58,84;66,61;3,76;55,73;95,05;73,02;0,53;0,060;0,78;9,22;0,56
PI;2206803;Nossa Senhora dos Remédios;PMDB-PSDB-PFL;Coligado;2;62,25;52,36;3,93;58,29;91,47;111,98;16,73;0,120;0,30;1,55;0,54
PI;2201919;Bom Princípio do Piauí;PMDB-PSDB-PFL;Coligado;2;62,82;50,16;3,85;54,35;87,91;135,15;6,03;0,090;0,00;1,65;0,48
PI;2201150;Baixa Grande do Ribeiro;PMDB-PSDB-PFL;Não-coligado;2;62,21;52,53;4,52;46,49;90,93;130,98;26,49;0,102;0,37;3,36;0,70
PI;2205904;Manoel Emídio;PMDB-PSDB-PFL;Coligado;2;64,78;43,07;7,39;45,31;83,75;130,66;4,63;0,211;0,69;4,34;0,51
PI;2201051;Assunção do Piauí;PMDB-PSDB-PFL;Coligado;2;61,16;56,71;5,09;57,86;85,01;164,30;10,49;0,046;0,00;1,87;0,50
PI;2204303;Fronteiras;PMDB-PSDB-PFL;Coligado;3;62,93;49,76;6,32;47,91;77,69;231,48;8,41;0,183;1,94;6,30;0,59
PI;2207009;Oeiras;PMDB-PSDB-PFL;Coligado;2;62,57;51,12;6,62;41,97;82,61;216,14;1,90;0,206;1,54;7,56;0,64
PI;2206001;Marcos Parente;PMDB-PSDB-PFL;Coligado;2;63,59;47,31;8,14;38,63;79,31;192,53;29,23;0,187;0,00;3,24;0,54
PI;2202554;Caridade do Piauí;PMDB-PSDB-PFL;Não-coligado;2;62,93;49,76;6,41;54,50;87,34;119,19;5,99;0,094;0,73;3,93;0,55
PI;2209658;São Francisco de Assis do Piauí;PMDB-PSDB-PFL;Coligado;2;61,97;53,45;4,33;56,42;94,47;84,62;6,41;0,022;0,33;5,33;0,54
PI;2200202;Água Branca;PMDB-PSDB-PFL;Coligado;2;65,72;39,85;7,99;39,48;80,89;201,45;33,04;0,263;0,96;6,71;0,55
PI;2202505;Caracol;PMDB-PSDB-PFL;Coligado;2;64,08;45,53;5,99;52,77;88,28;132,57;20,54;0,119;0,43;6,65;0,68
PI;2209559;São Braz do Piauí;PMDB-PSDB-PFL;Coligado;2;62,82;50,16;6,20;47,36;87,29;127,31;34,37;0,059;0,00;1,88;0,46
PI;2211209;Uruçuí;PMDB-PSDB-PFL;Coligado;3;66,23;38,17;6,07;37,00;84,11;177,16;24,08;0,181;1,34;10,27;0,54
PI;2206670;Morro do Chapéu do Piauí;PMDB-PSDB-PFL;Coligado;2;61,74;54,36;5,95;59,03;96,53;84,08;6,52;0,036;0,00;4,37;0,44
PI;2204006;Francinópolis;PMDB-PSDB-PFL;Coligado;2;60,23;60,53;7,72;53,41;89,86;93,42;1,00;0,157;0,41;4,28;0,62
PI;2203602;Eliseu Martins;PMDB-PSDB-PFL;Coligado;2;66,99;35,73;7,98;42,11;81,55;155,09;2,91;0,206;0,65;8,48;0,55
PI;2202208;Campo Maior;PMDB-PSDB-PFL;Coligado;5;67,36;34,57;7,23;35,47;74,30;237,51;6,91;0,266;1,99;11,48;0,56
PI;2208106;Pimenteiras;PMDB-PSDB-PFL;Coligado;2;64,91;42,61;5,25;54,91;91,12;115,00;4,36;0,101;0,63;1,52;0,61
PI;2205524;Júlio Borges;PMDB-PSDB-PFL;Coligado;2;64,03;45,72;6,10;31,24;93,99;81,82;3,55;0,142;0,00;1,41;0,59
PI;2208650;Queimada Nova;PMDB-PSDB-PFL;Coligado;2;62,12;52,85;4,72;50,71;92,82;89,11;10,26;0,053;0,00;7,68;0,53
PI;2202083;Cajueiro da Praia;PMDB-PSDB-PFL;Coligado;3;61,26;56,28;5,90;47,32;91,19;119,32;14,72;0,078;1,03;5,63;0,59
PI;2205201;Jaicós;Outros;Não-coligado;2;63,36;48,16;5,42;55,97;84,46;166,91;7,94;0,134;0,82;9,16;0,63
PI;2206050;Massapê do Piauí;Outros;Coligado;3;60,23;60,53;5,32;62,71;86,54;121,94;19,62;0,052;0,00;2,40;0,54
PI;2206753;Nossa Senhora de Nazaré;Outros;Coligado;2;63,90;46,16;6,77;42,35;93,41;100,75;2,14;0,078;0,00;9,54;0,48
PI;2200251;Alagoinha do Piauí;Outros;Coligado;2;62,21;52,53;6,09;60,20;76,46;197,96;6,50;0,082;0,77;2,61;0,53
PI;2209757;São Gonçalo do Gurguéia;Outros;Coligado;2;62,82;50,16;5,15;38,65;80,24;128,97;3,89;0,112;0,00;1,12;0,46
PI;2209609;São Félix do Piauí;Outros;Coligado;2;65,76;39,73;7,02;48,69;81,65;163,27;0,00;0,235;0,42;6,99;0,54
PI;2205151;Jacobina do Piauí;Outros;Coligado;2;62,12;52,85;6,10;52,52;87,89;110,45;9,64;0,067;0,00;5,38;0,54
PI;2201606;Beneditinos;Outros;Coligado;3;65,30;41,27;6,86;53,71;84,10;154,26;6,86;0,095;0,12;6,12;0,58
PI;2211506;Vera Mendes;Outros;Coligado;2;58,67;67,35;5,46;62,16;90,18;108,13;2,97;0,081;0,00;1,71;0,49
PI;2211100;União;Outros;Coligado;4;64,98;42,37;6,16;49,88;90,14;126,81;9,48;0,167;0,71;8,67;0,54
PI;2205003;Itainópolis;Outros;Coligado;2;60,53;59,30;5,38;54,12;83,36;203,34;0,95;0,108;0,56;4,06;0,67
PI;2205516;Juazeiro do Piauí;Outros;Coligado;2;62,82;50,16;4,84;54,24;93,35;103,52;0,00;0,093;1,11;2,80;0,57
PI;2201988;Brejo do Piauí;Outros;Não-coligado;2;61,59;54,95;5,08;54,72;90,12;111,56;1,55;0,031;0,00;5,65;0,43
PI;2206506;Monsenhor Hipólito;Outros;Coligado;2;62,21;52,53;5,33;51,61;72,36;243,16;1,28;0,119;0,66;1,50;0,58
PI;2208007;Picos;Outros;Coligado;5;68,10;32,32;7,78;31,44;65,68;355,58;4,78;0,312;3,70;9,92;0,61
PI;2202091;Caldeirão Grande do Piauí;Outros;Coligado;3;61,97;53,45;5,75;58,33;87,50;138,47;1,80;0,091;1,99;1,38;0,66
PI;2207405;Palmeira do Piauí;Outros;Coligado;2;63,87;46,29;7,01;45,12;84,73;163,20;6,80;0,149;0,00;2,97;0,41
PI;2205706;Luís Correia;Outros;Coligado;2;60,47;59,52;4,70;47,54;88,49;142,52;5,51;0,096;0,68;11,59;0,59
PI;2201960;Brasileira;Outros;Coligado;2;64,26;44,89;5,56;52,30;87,44;123,18;4,53;0,116;0,35;8,36;0,52
PI;2206696;Murici dos Portelas;Outros;Coligado;2;64,03;45,72;4,28;65,37;94,92;110,73;1,03;0,049;0,00;1,17;0,66
PI;2202711;Cocal de Telha;Outros;Coligado;2;66,01;38,89;5,80;56,18;88,38;132,40;10,35;0,104;0,00;2,62;0,45
PI;2202851;Coronel José Dias;Outros;Coligado;2;60,68;58,65;6,16;48,83;88,78;131,75;6,33;0,097;0,82;12,06;0,62
PI;2206902;Novo Oriente do Piauí;Outros;Coligado;4;63,80;46,54;5,95;46,60;83,31;161,75;2,74;0,118;0,28;5,25;0,51
PI;2202901;Corrente;Outros;Coligado;3;67,36;34,57;6,50;30,28;78,07;236,06;2,71;0,218;4,14;8,23;0,63
PI;2207900;Pedro II;Outros;Coligado;2;66,01;38,89;5,88;48,73;89,54;126,68;23,18;0,121;0,72;8,33;0,55
PI;2210953;Tamboril do Piauí;Outros;Coligado;2;60,68;58,65;4,51;57,09;85,08;129,90;2,33;0,084;0,00;4,75;0,43
PI;2202778;Colônia do Piauí;Outros;Coligado;2;63,10;49,14;5,27;54,47;86,66;119,77;5,80;0,068;0,26;8,55;0,49
PI;2200905;Aroazes;Outros;Coligado;2;62,82;50,16;5,69;48,34;83,54;147,26;3,35;0,143;0,78;8,94;0,54
PI;2200277;Alegrete do Piauí;Outros;Não-coligado;2;64,26;44,89;5,77;56,43;79,64;210,13;8,23;0,128;0,94;10,72;0,55
PI;2208551;Porto Alegre do Piauí;Outros;Coligado;1;64,78;43,07;6,06;42,60;89,59;114,28;9,29;0,095;0,00;2,28;0,52
PI;2211308;Valença do Piauí;Outros;Coligado;2;66,01;38,90;7,25;38,80;74,13;274,03;2,73;0,246;1,41;11,23;0,64
PI;2202251;Canavieira;Outros;Coligado;2;64,24;44,97;5,70;38,62;91,43;97,67;6,18;0,154;0,87;10,70;0,54
PI;2200459;Alvorada do Gurguéia;Outros;Coligado;3;61,97;53,45;6,33;47,50;88,46;146,10;0,00;0,190;1,57;9,41;0,63
PI;2208403;Piripiri;Outros;Coligado;3;65,16;41,74;6,97;41,91;79,79;212,53;9,16;0,216;1,38;10,79;0,61
PI;2210938;Sussuapara;Outros;Coligado;2;61,59;54,95;6,94;45,27;85,76;146,32;2,39;0,117;0,34;5,73;0,48
PI;2210003;São João do Piauí;Outros;Coligado;2;63,24;48,60;7,34;37,47;77,36;219,28;3,67;0,228;0,91;13,09;0,61
PI;2208874;Ribeira do Piauí;Outros;Coligado;3;63,24;48,60;2,91;53,08;95,99;81,98;13,00;0,035;0,00;0,59;0,50
PI;2210656;Sigefredo Pacheco;Outros;Coligado;4;64,33;44,64;6,29;52,82;93,15;98,06;23,18;0,062;0,00;0,86;0,47
PI;2211407;Várzea Grande;Outros;Coligado;2;63,90;46,16;7,46;50,48;82,87;170,67;7,42;0,107;0,43;4,45;0,57
PI;2201309;Barreiras do Piauí;Outros;Coligado;2;65,76;39,73;6,15;27,08;84,69;168,34;0,38;0,220;0,58;4,99;0,50
PI;2200707;Anísio de Abreu;PMDB-PSDB-PFL;Coligado;2;65,35;41,11;7,84;47,44;80,01;168,48;18,04;0,133;0,42;3,85;0,54
PI;2209450;Santo Antônio dos Milagres;PMDB-PSDB-PFL;Coligado;2;63,87;46,29;8,41;49,35;92,77;99,27;25,93;0,260;0,00;9,61;0,53
PI;2202455;Capitão Gervásio Oliveira;PMDB-PSDB-PFL;Coligado;2;62,13;52,82;6,01;46,93;92,36;109,07;5,09;0,029;0,00;20,07;0,57
PI;2205607;Landri Sales;PMDB-PSDB-PFL;Coligado;2;65,32;41,21;7,05;35,85;78,70;173,88;14,50;0,180;1,08;9,38;0,58
PI;2200103;Agricolândia;PMDB-PSDB-PFL;Coligado;2;65,32;41,21;7,99;43,80;90,64;115,07;42,45;0,234;0,41;3,02;0,45
PI;2211605;Vila Nova do Piauí;PMDB-PSDB-PFL;Coligado;2;60,47;59,52;6,58;47,75;87,13;129,37;8,24;0,078;0,00;2,55;0,53
PI;2205532;Jurema;PMDB-PSDB-PFL;Coligado;2;63,16;48,90;6,29;55,69;88,72;113,55;9,85;0,057;0,00;7,72;0,53
PI;2202737;Coivaras;PMDB-PSDB-PFL;Coligado;3;64,48;44,10;6,09;49,84;92,32;115,20;3,42;0,098;0,88;8,35;0,54
PI;2209302;Santa Luz;PMDB-PSDB-PFL;Não-coligado;2;65,35;41,11;6,89;41,09;89,13;120,79;18,89;0,155;0,36;5,36;0,47
PI;2203305;Demerval Lobão;PMDB-PSDB-PFL;Coligado;5;65,40;40,94;7,08;44,34;81,79;161,93;15,54;0,202;1,43;10,72;0,55
PI;2200400;Altos;PMDB-PSDB-PFL;Coligado;4;65,30;41,27;6,07;43,75;83,94;165,75;14,16;0,180;0,73;10,37;0,55
PI;2209203;Santa Filomena;PMDB-PSDB-PFL;Não-coligado;3;66,38;37,69;5,66;43,74;86,91;155,92;9,68;0,145;0,27;3,05;0,57
PI;2211001;Teresina;PMDB-PSDB-PFL;Coligado;5;69,06;32,67;8,75;17,97;58,18;498,40;4,83;0,487;8,11;16,00;0,64
PI;2201408;Barro Duro;PMDB-PSDB-PFL;Coligado;3;65,72;39,85;7,50;48,80;81,70;189,43;13,37;0,234;0,81;10,85;0,54
PI;2202133;Campo Grande do Piauí;PMDB-PSDB-PFL;Coligado;2;62,93;49,76;6,56;49,78;87,33;122,69;5,55;0,099;0,79;7,93;0,50
PI;2203859;Floresta do Piauí;PMDB-PSDB-PFL;Coligado;2;61,97;53,45;3,32;61,80;91,31;107,53;7,33;0,027;0,00;1,51;0,49
PI;2207801;Paulistana;PMDB-PSDB-PFL;Coligado;4;63,54;47,49;6,17;46,32;84,84;161,35;4,86;0,134;0,83;10,82;0,64
PI;2204659;Ilha Grande;PMDB-PSDB-PFL;Coligado;4;59,61;63,19;6,06;46,62;90,30;128,82;26,76;0,183;0,39;3,38;0,48
PI;2209500;Santo Inácio do Piauí;PMDB-PSDB-PFL;Não-coligado;2;66,42;37,56;6,14;46,09;80,09;183,00;8,51;0,143;0,42;0,65;0,57
PI;2201176;Barra D'Alcântara;PMDB-PSDB-PFL;Coligado;2;64,03;45,72;7,08;56,00;89,73;129,14;2,62;0,093;0,00;5,41;0,54
PI;2205565;Lagoa do Barro do Piauí;PMDB-PSDB-PFL;Coligado;2;62,38;51,84;4,67;49,58;90,77;106,03;17,91;0,046;0,00;15,33;0,62
PI;2205276;Jatobá do Piauí;PMDB-PSDB-PFL;Coligado;2;63,90;46,16;5,78;45,49;88,70;144,86;2,72;0,079;0,00;2,23;0,43
PI;2201739;Betânia do Piauí;PMDB-PSDB-PFL;Coligado;2;58,84;66,61;5,11;58,62;93,28;76,35;12,53;0,037;0,21;7,31;0,70
PI;2203701;Esperantina;PMDB-PSDB-PFL;Coligado;2;64,26;44,89;6,07;46,04;85,36;167,88;11,23;0,158;1,14;4,92;0,58
PI;2209872;São João da Fronteira;PMDB-PSDB-PFL;Coligado;2;62,25;52,36;5,52;56,93;90,12;152,09;13,43;0,087;0,53;4,22;0,73
PI;2207306;Paes Landim;PMDB-PSDB-PFL;Coligado;3;62,13;52,82;7,02;41,99;88,27;128,94;1,72;0,229;0,65;11,02;0,56
PI;2208205;Pio IX;PMDB-PSDB-PFL;Coligado;3;62,09;52,99;5,56;54,25;84,67;154,79;12,54;0,117;0,51;4,12;0,60
PI;2200806;Antônio Almeida;PMDB-PSDB-PFL;Coligado;2;64,92;42,58;6,95;32,83;87,20;159,48;21,18;0,204;0,81;13,26;0,48
PI;2200509;Amarante;PMDB-PSDB-PFL;Coligado;3;66,99;35,73;7,02;43,23;85,70;155,03;5,58;0,216;0,82;5,59;0,57
PI;2203230;Currais;PMDB-PSDB-PFL;Coligado;2;62,25;52,36;5,63;45,71;93,85;98,52;6,98;0,070;0,00;2,45;0,51
PI;2209104;Santa Cruz do Piauí;PMDB-PSDB-PFL;Coligado;2;62,91;49,82;6,54;45,87;81,69;194,00;2,37;0,160;1,22;8,33;0,55
PI;2203750;Fartura do Piauí;PMDB-PSDB-PFL;Coligado;2;63,19;48,80;6,77;42,60;85,28;154,20;5,05;0,065;0,67;5,25;0,59
PI;2210359;São Lourenço do Piauí;PMDB-PSDB-PFL;Coligado;2;62,82;50,16;7,22;33,52;87,94;123,24;9,06;0,127;0,84;2,02;0,49
PI;2203453;Dom Inocêncio;PMDB-PSDB-PFL;Coligado;2;63,16;48,90;4,94;41,59;88,25;126,55;6,75;0,043;0,14;4,30;0,53
PI;2209906;São João da Serra;PMDB-PSDB-PFL;Coligado;2;62,82;50,16;5,44;55,09;91,53;104,46;5,56;0,124;0,29;6,16;0,54
PI;2202539;Caraúbas do Piauí;PMDB-PSDB-PFL;Não-coligado;2;64,24;44,97;3,52;68,18;92,95;92,78;2,94;0,033;0,00;0,92;0,49
PI;2203008;Cristalândia do Piauí;PMDB-PSDB-PFL;Não-coligado;2;62,89;49,93;5,85;41,81;85,79;138,62;12,94;0,146;0,68;3,43;0,60
PI;2208700;Redenção do Gurguéia;PMDB-PSDB-PFL;Coligado;2;63,19;48,77;6,88;43,92;88,59;123,32;5,59;0,167;0,43;3,62;0,50
PI;2206654;Morro Cabeça no Tempo;PMDB-PSDB-PFL;Coligado;2;63,65;47,08;4,64;38,86;94,52;79,27;19,67;0,084;0,00;2,67;0,49
PI;2207504;Palmeirais;PMDB-PSDB-PFL;Coligado;4;64,50;44,06;5,93;49,31;87,54;122,90;18,06;0,105;0,17;5,04;0,60
PI;2201929;Bonfim do Piauí;PMDB-PSDB-PFL;Coligado;2;64,92;42,58;7,34;48,72;82,36;165,80;5,78;0,109;0,70;2,85;0,56
PI;2209401;Santo Antônio de Lisboa;PMDB-PSDB-PFL;Coligado;2;61,38;55,80;5,87;39,41;72,55;231,82;5,20;0,152;0,26;2,05;0,54
PI;2205250;Jardim do Mulato;PMDB-PSDB-PFL;Coligado;2;63,61;47,24;5,95;50,57;85,02;114,58;5,81;0,130;1,63;11,43;0,61
PI;2208304;Piracuruca;PMDB-PSDB-PFL;Coligado;3;66,46;37,44;5,49;48,00;85,26;147,79;2,40;0,175;0,96;12,50;0,59
PI;2202752;Colônia do Gurguéia;PMDB-PSDB-PFL;Coligado;2;66,38;37,69;7,94;39,08;85,59;140,88;9,59;0,210;2,15;9,83;0,46
PI;2209955;São João da Varjota;PMDB-PSDB-PFL;Coligado;2;62,89;49,93;5,72;56,21;92,02;124,49;5,27;0,093;0,00;3,93;0,62
PI;2201945;Boqueirão do Piauí;PMDB-PSDB-PFL;Coligado;2;64,33;44,64;5,89;56,98;92,98;93,27;1,07;0,057;0,00;4,09;0,51
PI;2211704;Wall Ferraz;PMDB-PSDB-PFL;Coligado;2;59,08;65,53;4,23;58,86;91,61;121,39;4,83;0,036;0,00;2,54;0,45
PI;2203206;Curimatá;PMDB-PSDB-PFL;Coligado;2;66,99;35,73;6,89;27,89;80,59;267,37;3,05;0,205;1,20;7,87;0,75
PI;2205359;João Costa;PMDB-PSDB-PFL;Coligado;2;63,10;49,14;5,89;44,91;87,56;112,89;1,87;0,034;0,00;10,56;0,50
PI;2205508;José de Freitas;Outros;Não-coligado;2;64,24;44,97;6,28;42,13;85,28;157,48;11,41;0,174;1,24;7,19;0,52
PI;2203404;Dom Expedito Lopes;Outros;Coligado;2;62,82;50,18;6,53;40,94;79,90;223,02;2,95;0,228;1,68;9,48;0,67
PI;2208809;Regeneração;Outros;Coligado;2;66,57;37,07;6,49;50,64;86,14;152,34;9,65;0,167;0,90;10,79;0,54
PI;2210391;São Miguel do Fidalgo;Outros;Coligado;2;63,72;46,83;5,41;48,52;94,50;72,90;6,69;0,092;0,00;5,46;0,62
PI;2201572;Belém do Piauí;Outros;Coligado;2;60,29;60,29;6,31;60,70;92,58;107,98;16,29;0,067;0,34;5,81;0,50
