Dummy_cor;Dummy_sexo;Dummy_EnsSuperior;Dummy_Classe;receita_proc_ln;reeleicao;resultado
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,58188390731812;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,68868827819824;Sim;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,85952615737915;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,74298429489136;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-6,40991497039795;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,19685196876526;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,03902244567871;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,11747074127197;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,43017196655273;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,18985080718994;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,79799365997314;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,28405284881592;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,47502899169922;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,02274703979492;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,75176239013672;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,06759738922119;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,12607574462891;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,25743961334229;Sim;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,28110694885254;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,37469291687012;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,89483547210693;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,17234420776367;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,66247272491455;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,02811050415039;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,98216438293457;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,31233215332031;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,05741882324219;Sim;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,38153934478760;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,03304624557495;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,62261581420898;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,37407112121582;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,83333301544189;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,42411613464355;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,07151174545288;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,42072105407715;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,45522689819336;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,08446693420410;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,44494247436523;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,47639942169189;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,35450649261475;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,18071365356445;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,00563430786133;Sim;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,99050903320312;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,16940307617188;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,55447101593018;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,65475463867188;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,55447101593018;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,94060945510864;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-5,99123668670654;Não;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-18,40443611145020;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,24831676483154;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-6,27782726287842;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,80247330665588;Sim;1
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,61129570007324;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,61873149871826;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,15019416809082;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-13,06529617309570;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,40651893615723;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,27839899063110;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,02906227111816;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,83317565917969;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,39132022857666;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,57894134521484;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,64323997497559;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,55447101593018;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-3,00108575820923;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,31759834289551;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,61773610115051;Sim;1
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,51888895034790;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,49976348876953;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,62895679473877;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,12814712524414;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,97715568542480;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,18436574935913;Não;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,78438568115234;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,10799312591553;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,52046108245850;Sim;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,12085723876953;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,63003706932068;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,87422657012939;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,83409309387207;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-4,07449531555176;Sim;1
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-6,56489801406860;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,27353668212891;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,03174114227295;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,76502513885498;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,47502899169922;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-5,08041334152222;Não;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,09898328781128;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-2,92720866203308;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,97922420501709;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,78200435638428;Sim;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,30295515060425;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-2,47212052345276;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,02554702758789;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,85504579544067;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,61944103240967;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,37214946746826;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,78188228607178;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,01432609558105;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-3,92209434509277;Sim;1
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,64658641815186;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,69986009597778;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,65909433364868;Sim;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-6,16372966766357;Não;1
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,10631179809570;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,01017093658447;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,99100971221924;Sim;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,50084304809570;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,55447101593018;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,35940790176392;Não;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,38837575912476;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,37889766693115;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,12738227844238;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,54228591918945;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,03994464874268;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,13871383666992;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,80580329895020;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-6,46044969558716;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-5,91704273223877;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,42456054687500;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,28804206848145;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,43995618820190;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,60730457305908;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,46873092651367;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,05457496643066;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,08446693420410;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,98450279235840;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,50177955627441;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,72992134094238;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,45113229751587;Não;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,20557498931885;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,26580572128296;Não;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,65100145339966;Sim;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,36662769317627;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,10171747207642;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,47992801666260;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,64658641815186;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,64460086822510;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,32575416564941;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,22994804382324;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,79799365997314;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,66516947746277;Não;1
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,48632335662842;Sim;1
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,55447101593018;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,49787807464600;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,98585510253906;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,98585510253906;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,55167436599731;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,14192295074463;Sim;1
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-6,44856214523315;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-4,75581645965576;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,55447101593018;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,58909702301025;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,04561710357666;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,78552961349487;Não;1
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,41487503051758;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,70519924163818;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,67454767227173;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,27261161804199;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,58858108520508;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-5,11493921279907;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,26356124877930;Sim;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,71470308303833;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,17831230163574;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,11977672576904;Sim;1
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,23741912841797;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,72992134094238;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,43646478652954;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,98585510253906;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,04173564910889;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,81236934661865;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-4,22885751724243;Sim;1
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,53443527221680;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,52088165283203;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,81112098693848;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,98703670501709;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-6,69158601760864;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,47381305694580;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,79799365997314;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,72579717636108;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,50137329101562;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,21157884597778;Não;1
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,98577737808228;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,95791530609131;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-4,79761934280396;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,12085723876953;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,68616724014282;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,82333278656006;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,13211631774902;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,36151409149170;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,10865211486816;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,45345878601074;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,63675403594971;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,79799365997314;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,76697921752930;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,22104549407959;Não;1
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,31869840621948;Sim;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,55447101593018;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,00327920913696;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-2,92569327354431;Sim;1
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,58909702301025;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,68354082107544;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,28017902374268;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,40398263931274;Sim;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-6,71352720260620;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,19713115692139;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-7,28184413909912;Não;0
